ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
4491,Dexter Westbrook,8-Jun,190lb,12,,10.6,1.6,3.3,0.487,0,0,,1.6,3.3,0.487,0.487,0.8,1.2,0.714,,,1.9,0.4,,,1.1,2.5,4
4492,Russell Westbrook,3-Jun,200lb,610,593,34.1,7.6,17.6,0.434,0.9,3,0.303,6.7,14.6,0.461,0.46,5.7,6.9,0.818,1.7,4.1,5.8,7.7,1.7,0.3,3.8,2.4,21.8
4493,Paul Westphal,4-Jun,195lb,823,73,25.5,6.2,12.3,0.504,0.2,0.7,0.275,6.1,12,0.508,0.506,3.2,3.8,0.82,0.5,1.5,1.9,4.4,1.3,0.3,2.6,2.1,15.6
4494,John Wetzel,5-Jun,190lb,357,,13.2,1.3,3,0.429,,,,1.3,3,0.429,0.429,0.8,1,0.81,0.5,1.4,1.9,1.4,0.8,0.2,,1.7,3.4
4495,Robert Whaley,10-Jun,260lb,23,0,9.2,1,2.5,0.404,0,0,,1,2.5,0.404,0.404,0.1,0.3,0.5,0.7,1.2,1.9,0.7,0.3,0.3,0.6,1.8,2.1
4496,Ennis Whatley,3-Jun,177lb,385,193,18.5,2.2,4.7,0.468,0,0.1,0.097,2.2,4.6,0.475,0.469,1.2,1.6,0.755,0.5,1.2,1.8,4.6,1,0.1,1.8,1.8,5.6
4497,DeJuan Wheat,Jun-00,165lb,80,0,9.3,1.2,3,0.383,0.4,1,0.39,0.8,2.1,0.38,0.444,0.6,0.9,0.7,0.2,0.5,0.7,1.6,0.4,0,0.7,0.9,3.3
4498,Clinton Wheeler,1-Jun,185lb,87,0,10,1.2,2.5,0.489,0,0,0,1.2,2.5,0.491,0.489,0.5,0.6,0.741,0.4,0.4,0.8,1.8,0.7,0,0.9,0.7,2.9
4499,Tyson Wheeler,10-May,165lb,1,0,3,1,1,1,1,1,1,0,0,,1.5,1,2,0.5,0,0,0,2,0,0,0,1,4
4500,Skippy Whitaker,1-Jun,180lb,3,,5,0.3,2,0.167,,,,0.3,2,0.167,0.167,0,0,,,,0.3,0.3,,,,1.3,0.7
4501,D.J. White,9-Jun,251lb,138,11,15.3,2.5,5,0.507,0,0,0.333,2.5,5,0.507,0.507,0.8,1.1,0.72,0.8,2.3,3.2,0.6,0.3,0.4,0.5,1.4,5.9
4502,Eric White,8-Jun,200lb,55,4,14.3,2.3,4.4,0.525,0,0,1,2.3,4.4,0.523,0.527,1.4,1.8,0.798,1.2,1.2,2.4,0.5,0.3,0.1,0.9,1.3,6.1
4503,Herb White,2-Jun,195lb,38,,8.3,0.9,2.2,0.405,,,,0.9,2.2,0.405,0.405,0.6,1,0.564,,,1.3,1.2,,,,1.6,2.4
4504,Hubie White,4-Jun,205lb,120,,12.1,2,5.3,0.366,0.1,0.7,0.18,1.9,4.9,0.381,0.373,0.8,1.2,0.706,1.2,1.6,2.2,0.9,,,1,2.1,4.8
4505,Jahidi White,9-Jun,290lb,334,209,17.7,2.2,4.3,0.51,0,0,0,2.2,4.3,0.51,0.51,1.4,2.7,0.534,2.1,3.7,5.8,0.2,0.4,1.1,1.2,2.7,5.9
4506,James White,7-Jun,200lb,67,18,8.7,1.1,2.4,0.438,0.3,0.7,0.34,0.8,1.7,0.482,0.491,0.3,0.5,0.676,0.1,0.9,1,0.5,0.3,0.1,0.4,0.8,2.7
4507,Jo Jo White,3-Jun,190lb,837,,35.8,7.4,16.6,0.444,0,0.1,0.167,7.4,16.6,0.444,0.444,2.5,3,0.834,0.9,2.7,4,4.9,1.3,0.2,2.4,2.5,17.2
4508,Randy White,8-Jun,240lb,281,66,19.2,2.8,6.9,0.401,0.1,0.5,0.193,2.7,6.4,0.417,0.408,1.7,2.5,0.707,1.9,3,4.9,0.6,0.7,0.5,1.3,3.1,7.4
4509,Rodney White,9-Jun,238lb,218,21,15.4,2.8,6.7,0.424,0.4,1.3,0.314,2.4,5.3,0.452,0.455,1,1.3,0.749,0.5,1.7,2.2,1.1,0.5,0.3,1.3,1.4,7.1
4510,Rory White,8-Jun,210lb,324,81,16.7,3,5.9,0.506,0,0,0.077,3,5.9,0.509,0.506,1.4,2,0.681,1.1,1.2,2.3,0.7,0.6,0.2,1,1.6,7.4
4511,Royce White,8-Jun,270lb,3,0,3,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0,0,0,0,0,0,0.7,0
4512,Rudy White,2-Jun,195lb,124,,9.6,1.3,3.1,0.408,0,0,0,1.3,3.1,0.409,0.408,0.6,0.8,0.742,0.3,0.7,1,0.9,0.4,0.1,0.9,1,3.1
4513,Tony White,2-Jun,170lb,49,0,11.9,2.3,5.1,0.446,0,0.1,0,2.3,5,0.457,0.446,0.8,1.1,0.722,0.2,0.4,0.6,1.2,0.4,0,1,1.2,5.3
4514,Willie White,3-Jun,195lb,82,4,7,1.5,3.6,0.432,0.1,0.4,0.313,1.4,3.2,0.446,0.449,0.5,0.7,0.741,0.4,0.6,1,1,0.3,0,0.7,0.6,3.7
4515,Isaiah Whitehead,4-Jun,213lb,17,11,22.8,2.4,6.5,0.369,0.5,1.8,0.258,1.9,4.7,0.413,0.405,0.9,1.2,0.8,0.3,2.2,2.5,3,0.8,0.6,2.2,2.5,6.2
4516,Jerome Whitehead,10-Jun,220lb,679,200,17.4,2.7,5.4,0.497,0,0,0,2.7,5.4,0.497,0.497,1.2,1.6,0.718,1.7,3.1,4.8,0.6,0.4,0.3,1,2.7,6.5
4517,Donald Whiteside,10-May,160lb,30,1,9.2,0.6,1.9,0.333,0.4,1.2,0.324,0.2,0.7,0.35,0.439,0.4,0.6,0.647,0.1,0.4,0.4,1.2,0.4,0,0.6,0.8,2
4518,Hassan Whiteside,Jul-00,265lb,163,98,25.4,5.1,8.6,0.595,0,0,,5.1,8.6,0.595,0.595,2.2,3.7,0.587,3.1,7.5,10.6,0.3,0.6,2.8,1.5,2.6,12.4
4519,Dwayne Whitfield,9-Jun,240lb,8,1,15.3,1.6,3.8,0.433,0,0,,1.6,3.8,0.433,0.433,1.8,2.8,0.636,1.1,2,3.1,0.3,0.4,0.3,1,1.8,5
4520,Chris Whitney,Jun-00,168lb,579,165,17.4,2.1,5.4,0.395,1,2.6,0.361,1.2,2.7,0.427,0.483,1.3,1.4,0.875,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.7,6.5
4521,Hank Whitney,7-Jun,230lb,145,,20.9,3.6,8.9,0.403,0,0,0,3.6,8.8,0.404,0.403,2.1,3,0.692,2,3.8,7.6,1.2,,,1.4,3.5,9.2
4522,Hawkeye Whitney,5-Jun,235lb,70,4,15,2.5,5.4,0.462,0,0.1,0.286,2.5,5.3,0.465,0.464,0.8,1,0.75,0.6,1.5,2.1,1.2,0.8,0.1,0.9,1.8,5.8
