ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
278,Joey Davenport,77,,4.6,10.9,0.424,1.7,4.1,0.423,2.9,6.8,0.425,5.9,7.3,0.816,2.4,2.6,0.5,0.1,,,18.1
279,Josh Davenport,104,15.6,1.6,3.5,0.454,1.5,3,0.481,0.1,0.5,0.288,1.2,1.7,0.678,2.8,1.2,0.7,0.3,1,1.5,4.5
280,Juwan Davenport,9,16.8,1,2.4,0.409,1,2,0.5,0,0.4,0,1.7,2.8,0.6,3.7,0.4,0.8,0,1.9,1.9,3.7
281,Michael Davenport,127,22.8,2.4,5.9,0.415,1.9,4.1,0.456,0.6,1.8,0.32,1,1.3,0.761,3,1.6,0.7,0.2,1.4,1.5,6.4
282,Stephen Davenport,7,,0,0,,0,0,,0,0,,0.4,0.6,0.75,0.4,0.1,0,0,,,0.4
283,Telly Davenport,8,12.8,1.4,3,0.458,1.3,1.8,0.714,0.1,1.3,0.1,0.8,1.6,0.462,2.4,1.9,0.5,0.3,2.1,1.4,3.6
284,Darrian David,3,,1,1.3,0.75,1,1,1,0,0.3,0,0.7,1.3,0.5,1,0,0.3,0,1,,2.7
285,Jonny David,15,1.3,0,0.2,0,0,0.1,0,0,0.1,0,0.1,0.3,0.5,0,0,0,0,0.3,0.1,0.1
286,Justin David,4,0.8,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0,0,0,0,0,0
287,Preston David,86,12.9,0.8,1.7,0.497,0.8,1.7,0.497,0,0,,0.3,0.7,0.5,2,0.1,0.3,0.8,0.4,1.5,2
288,William David,40,,0.6,1.5,0.41,0.6,1.5,0.417,0,0,0,0.3,0.8,0.364,1.5,0.1,0.1,0.1,,,1.6
289,Adrian Davidson,7,,0.1,0.6,0.25,0.1,0.4,0.333,0,0.1,0,0.1,0.4,0.333,0.1,0.4,0.1,0,,,0.4
290,Brian Davidson,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,1,0
291,Bryan Davidson,14,,0.1,0.1,0.5,0,0.1,0,0.1,0.1,1,0,0,,0.1,0,0.1,0.1,,,0.2
292,Jermareo Davidson,126,28.7,3.8,8.1,0.467,3.7,7.9,0.471,0,0.2,0.211,2.5,3.5,0.717,7.3,1,0.5,1.8,,,10.1
293,Jordan Davidson,55,2.6,0.1,0.2,0.308,0,0.1,0.25,0,0.1,0.4,0.1,0.3,0.571,0.2,0.1,0.1,0,0.1,0.1,0.3
294,Mike Davidson,22,,0.2,0.7,0.25,0,0,1,0.1,0.7,0.2,0,0.1,0.5,0.2,0.2,0,0,,,0.5
295,Nick Davidson,47,5.7,0.6,1.4,0.4,0.3,0.7,0.419,0.3,0.7,0.382,0.5,0.6,0.962,0.5,0.5,0.2,0,0.2,0.3,1.9
296,Patrick Davidson,29,,0,0.2,0,0,0.1,0,0,0.1,0,0.1,0.1,1,0.2,0,0,0,,,0.1
297,Bob Davies,59,,4.2,,,,,,,,,2.7,,,,,,,,,11.2
298,Brandon Davies,135,24.1,4.5,8.6,0.522,4.5,8.5,0.525,0,0.1,0.333,3.4,5.1,0.66,6.2,1.6,1,0.9,2.1,3,12.4
299,Graham Davies,4,,0,0,,0,0,,0,0,,0,0.5,0,0.5,0,0,0,,,0
300,Joel Davila,17,,1.2,4,0.309,1.1,3,0.353,0.2,1,0.176,1.1,1.6,0.704,1.9,1,0.4,0,1.4,,3.8
301,Victor Davila,126,26.2,2.3,4.2,0.54,2.3,4.2,0.541,0,0,0,1.2,2.2,0.532,3.9,0.5,0.2,0.7,1,1.7,5.7
302,Troy Davine,7,2.3,0.1,0.3,0.5,0,0,,0.1,0.3,0.5,0,0,,0.1,0,0,0,0.3,0.1,0.4
303,A.J. Davis,57,21.5,2.2,5.7,0.383,1.7,4.1,0.416,0.5,1.6,0.301,2.2,3,0.757,4.1,1.7,0.6,0.4,1.7,1.9,7.1
304,A.J. Davis,119,26,3.5,7.8,0.452,2.5,4.5,0.55,1.1,3.3,0.322,2.3,3.2,0.72,3.4,1,1.3,0.2,1.8,1.5,10.4
305,Aaron Davis,111,,3.4,8.3,0.412,1.9,3.8,0.505,1.5,4.5,0.333,1,1.4,0.747,3.2,0.8,1.3,0.1,,,9.3
306,Adriel Davis,6,,0.3,0.8,0.4,0.3,0.8,0.4,0,0,,0,0.3,0,0.7,0.2,0,0.5,,,0.7
307,Aki Davis,19,,0.3,0.8,0.313,0.3,0.8,0.333,0,0.1,0,0.8,1.1,0.75,0.4,0.2,0.3,0,,,1.3
308,Alex Davis,32,,2.3,5.7,0.396,1.5,3.7,0.41,0.8,2,0.369,2.4,3.3,0.726,1.9,3.6,2,0.2,,,7.7
309,Alex Davis,36,,2.1,5.6,0.371,1.6,3.8,0.415,0.5,1.9,0.284,0.5,0.8,0.621,2.4,0.3,0.4,0.4,1,,5.2
310,Alex Davis,3,,0,0.3,0,0,0,,0,0.3,0,0,0,,0.3,0.3,0.3,0,,,0
311,Alex Davis,63,24.6,1.9,4,0.476,1.9,3.9,0.49,0,0.2,0.182,1.6,2.5,0.629,3.8,0.6,0.6,1.5,1.5,3.4,5.5
312,Andre Davis,77,,2.4,6.9,0.343,1.6,4,0.394,0.8,2.9,0.272,1.2,1.7,0.729,1.9,1.4,0.8,0.2,,,6.7
313,Andre' Davis,27,,0.3,1,0.286,0.3,1,0.286,0,0,,0.2,0.4,0.6,1.1,0,0.1,0.1,0.5,,0.8
314,Andrew Davis,29,,1.6,3,0.534,1.6,3,0.534,0,0,,0.8,1.4,0.585,2.3,0.1,0.6,0.3,,,4.1
315,Angelo Davis,43,2.8,0.2,0.6,0.308,0.2,0.6,0.32,0,0,0,0.5,0.7,0.719,0.3,0.1,0.1,0,0.3,0.3,0.9
316,Anthony Davis,111,,3.8,11,0.35,2.5,6.3,0.399,1.3,4.7,0.285,2.5,4.3,0.581,3.3,3.1,1.6,0.1,,,11.5
317,Anthony Davis,124,,4.9,11.6,0.42,3.7,8,0.47,1.1,3.6,0.311,2.4,3.3,0.728,4.4,2.3,1.6,0.3,,,13.3
318,Anthony Davis,98,,1.8,5.1,0.348,0.7,1.7,0.417,1.1,3.4,0.315,0.8,1.1,0.741,1.5,0.7,0.5,0,,,5.5
319,Anthony Davis,36,,1.1,3.2,0.328,0.7,1.8,0.385,0.4,1.4,0.255,1.2,1.7,0.694,2.1,0.6,0.4,0.1,,,3.7
320,Anthony Davis,27,,0.9,3,0.28,0.6,1.6,0.341,0.3,1.4,0.211,0.5,0.8,0.636,1.2,0.9,0.3,0.1,,,2.5
321,Anthony Davis,40,32,5.3,8.4,0.623,5.2,7.9,0.653,0.1,0.5,0.15,3.6,5.1,0.709,10.4,1.3,1.4,4.7,1,2,14.2
322,Antonio Davis,122,25.8,3.3,6.1,0.54,4.4,8.2,0.536,0,0,0,2.6,4.3,0.6,6.1,0.5,0.4,0.9,1.4,2.2,9.2
323,Ar'Mond Davis,7,12.3,1.9,6.3,0.295,0.6,2.1,0.267,1.3,4.1,0.31,0.9,0.9,1,1.7,0.1,0.4,0,0.6,0.6,5.9
324,Arias Davis,53,,1.1,3.4,0.335,0.3,0.8,0.409,0.8,2.5,0.311,0.2,0.3,0.529,0.8,0.4,0.3,0,,,3.2
325,Arthur Davis,33,,5,12.6,0.395,3,7.4,0.406,2,5.2,0.38,2.8,3.9,0.705,4.2,1.6,1.1,0.1,,,14.7
326,B.J. Davis,55,,3.8,10.1,0.378,1.9,4.7,0.415,1.9,5.5,0.347,2,3.3,0.615,2.6,2.1,1.4,0.1,,,11.6
327,Baron Davis,59,30.7,4.9,9.7,0.503,3.9,6.6,0.583,1,3.1,0.328,2.9,4.5,0.631,3.8,4.4,2.5,0.4,3.3,1.6,13.6
328,Ben Davis,86,23.8,3.9,7.5,0.525,4.7,8.7,0.544,0,0,,2.5,3.9,0.634,6.8,0.5,0.6,0.4,1.8,2.7,10.3
329,Ben Davis,2,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,,0
330,Bennet Davis,123,,3.6,8.1,0.445,3.2,6.9,0.465,0.4,1.2,0.329,2,3.2,0.641,6.2,1.1,0.8,1.4,,,9.6
331,Bennett Davis,10,4.3,0.6,0.7,0.857,0.6,0.7,0.857,0,0,,0,0.2,0,0.9,0,0,0,0.5,0.9,1.2
332,Bernard Davis,30,,3.7,8,0.46,1,2,0.492,2.7,5.9,0.449,1.2,1.6,0.755,1.7,3,1.1,0,,,11.2
333,Bill Davis,77,,0.7,1.7,0.41,0.7,1.6,0.433,0,0.1,0,0.4,0.7,0.527,2,0.2,0.2,0.4,,,1.8
334,Bill Davis,77,,2.6,5.4,0.478,2.6,5.3,0.48,0,0,0,1.9,2.8,0.683,5,0.8,0.6,0.4,,,7.1
335,Blake Davis,30,29.8,2.6,6.6,0.391,1.1,2.3,0.457,1.5,4.2,0.354,1.2,1.5,0.818,3.8,1.7,0.8,0.6,1.3,3.2,7.8
336,Blake Davis,14,3.4,0.1,0.6,0.111,0,0.1,0,0.1,0.5,0.143,0,0.1,0,0.4,0.3,0.1,0,0.1,0.2,0.2
337,Bobby Davis,20,,0.7,1.4,0.481,0.6,1.3,0.462,0.1,0.1,1,0.6,0.9,0.647,1.1,1.2,0.4,0,,,1.9
338,Bobby Davis,61,20,4.6,9.3,0.495,4.5,8.9,0.506,0.1,0.4,0.259,2.9,4.7,0.611,8.2,2.1,1.3,0.5,4,0,12.2
